stock_code,description,units_sold,revenue,orders,order_penetration
22649,STRAWBERRY FAIRY CAKE TEAPOT,748.0,3638.9000000000015,160,0.008633714655730628
20682,RED RETROSPOT CHILDRENS UMBRELLA,1140.0,3629.66,182,0.00982085042089359
22236,CAKE STAND 3 TIER MAGIC GARDEN,308.0,3624.5999999999995,88,0.0047485430606518456
23064,CINDERELLA CHANDELIER ,220.0,3617.6000000000004,22,0.0011871357651629614
22842,BISCUIT TIN VINTAGE RED,572.0,3609.8000000000006,146,0.007878264623354198
22628,PICNIC BOXES SET OF 3 RETROSPOT ,774.0,3607.2999999999993,118,0.006367364558601338
85049A,TRADITIONAL CHRISTMAS RIBBONS,2903.0,3602.8,266,0.014353550615152168
22053,EMPIRE DESIGN ROSETTE,4236.0,3596.4199999999996,26,0.001402978631556227
22350,ILLUSTRATED CAT BOWL ,1356.0,3586.3200000000033,88,0.0047485430606518456
23049,RECYCLED ACAPULCO MAT RED,435.0,3572.75,169,0.009119361105115477
23092,LARGE ANTIQUE WHITE PHOTO FRAME,507.0,3568.2599999999975,125,0.006745089574789553
22854,CREAM SWEETHEART EGG HOLDER,750.0,3547.3,147,0.007932225339952515
23299,FOOD COVER WITH BEADS SET 2 ,977.0,3545.17,121,0.006529246708396288
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,3264.0,3535.2,234,0.012626807684006043
21260,FIRST AID TIN,1129.0,3530.35,148,0.007986186056550831
21746,SMALL RED RETROSPOT WINDMILL,2974.0,3521.7000000000003,185,0.00998273257068854
21527,RED RETROSPOT TRADITIONAL TEAPOT ,464.0,3508.8000000000025,133,0.007176775307576084
23236,STORAGE TIN VINTAGE DOILY ,1235.0,3502.1499999999987,158,0.008525793222533995
23089,GLASS BON BON JAR,2135.0,3495.2700000000004,134,0.007230736024174401
85049E,SCANDINAVIAN REDS RIBBONS,2741.0,3492.2000000000003,335,0.018076840060436004
22809,SET OF 6 T-LIGHTS SANTA,1184.0,3476.360000000002,173,0.009335203971508742
71477,COLOURED GLASS STAR T-LIGHT HOLDER,996.0,3474.8800000000006,42,0.0022663500971292897
23081,GREEN METAL BOX ARMY SUPPLIES,437.0,3474.3900000000003,111,0.005989639542413123
84792,ENCHANTED BIRD COATHANGER 5 HOOK,774.0,3470.5399999999986,190,0.01025253615368012
22371,AIRLINE BAG VINTAGE TOKYO 78,825.0,3468.63,247,0.013328296999784156
23111,PARISIENNE SEWING BOX,296.0,3464.8,124,0.006691128858191237
23349,ROLL WRAP VINTAGE CHRISTMAS,2847.0,3450.39,246,0.01327433628318584
21531,RED RETROSPOT SUGAR JAM BOWL,1469.0,3448.9499999999966,206,0.011115907619253183
84508A,CAMOUFLAGE DESIGN TEDDY,1630.0,3445.5,35,0.001888625080941075
22890,NOVELTY BISCUITS CAKE STAND 3 TIER,360.0,3445.4200000000005,143,0.007716382473559249
21588,RETROSPOT GIANT TUBE MATCHES,1494.0,3442.499999999998,132,0.007122814590977768
22688,DOORMAT PEACE ON EARTH BLUE,700.0,3442.04,27,0.0014569393481545436
23085,ANTIQUE SILVER BAUBLE LAMP  ,369.0,3437.7000000000003,72,0.0038851715950787825
23112,PARISIENNE CURIO CABINET,471.0,3437.3,183,0.009874811137491906
23130,MISTLETOE HEART WREATH GREEN,838.0,3435.6199999999994,162,0.00874163608892726
23497,CLASSIC CHROME BICYCLE BELL ,2451.0,3431.350000000002,170,0.009173321821713792
21703,BAG 125g SWIRLY MARBLES,9272.0,3431.3499999999976,243,0.013112454133390891
21928,JUMBO BAG SCANDINAVIAN PAISLEY,1945.0,3426.7499999999995,91,0.004910425210446795
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1218.0,3422.060000000004,231,0.012464925534211094
23194,GYMKHANA TREASURE BOOK BOX,1630.0,3417.83,156,0.008417871789337363
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,9782.0,3415.9000000000037,463,0.024983811785020505
23535,WALL ART BICYCLE SAFETY,644.0,3412.5200000000013,120,0.006475285991797971
21497,FANCY FONTS BIRTHDAY WRAP,8550.0,3409.0,230,0.012410964817612778
21745,GAOLERS KEYS DECORATIVE GARDEN ,926.0,3400.94,205,0.011061946902654867
22782,SET 3 WICKER STORAGE BASKETS ,241.0,3399.949999999998,74,0.0039930930282754155
22089,PAPER BUNTING VINTAGE PAISLEY,1189.0,3395.5500000000025,180,0.009712928987696956
21463,MIRRORED DISCO BALL ,642.0,3393.4000000000005,129,0.006960932441182819
23191,BUNDLE OF 3 RETRO NOTE BOOKS,2099.0,3393.349999999997,240,0.012950571983595942
21244,BLUE POLKADOT PLATE ,2131.0,3359.4700000000003,147,0.007932225339952515
22131,FOOD CONTAINER SET 3 LOVE HEART ,1884.0,3358.7200000000003,180,0.009712928987696956
22148,EASTER CRAFT 4 CHICKS ,1813.0,3355.3500000000054,159,0.00857975393913231
22466,FAIRY TALE COTTAGE NIGHTLIGHT,2016.0,3352.8000000000025,69,0.0037232894452838335
23032,DRAWER KNOB CRACKLE GLAZE IVORY,2076.0,3348.600000000001,177,0.009551046837902007
23294,SET OF 6 SNACK LOAF BAKING CASES,4264.0,3336.940000000004,291,0.01570256853011008
23552,BICYCLE PUNCTURE REPAIR KIT ,1730.0,3336.7200000000003,103,0.0055579538096265915
22896,PEG BAG APPLES DESIGN,1390.0,3336.3699999999963,220,0.011871357651629614
22383,LUNCH BAG SUKI  DESIGN ,2118.0,3334.7000000000003,144,0.007770343190157565
22694,WICKER STAR ,1608.0,3328.7999999999997,303,0.01635009712928988
22908,PACK OF 20 NAPKINS RED APPLES,4229.0,3326.3900000000026,313,0.01688970429527304
23189,SET OF 12 FORK CANDLES,1215.0,3319.3499999999995,113,0.006097560975609756
23210,WHITE ROCKING HORSE HAND PAINTED,2750.0,3311.5,154,0.00830995035614073
23571,TRADITIONAL NAUGHTS & CROSSES,2018.0,3300.9000000000037,216,0.011655514785236349
23156,SET OF 5 MINI GROCERY MAGNETS,1631.0,3297.220000000002,184,0.009928771854090222
22926,IVORY GIANT GARDEN THERMOMETER,566.0,3295.7000000000044,182,0.00982085042089359
23091,ZINC HERB GARDEN CONTAINER,535.0,3279.82,187,0.010090654003885171
23009,I LOVE LONDON BABY GIFT SET,209.0,3262.550000000001,61,0.0032916037124973018
23332,IVORY WICKER HEART LARGE,1979.0,3255.749999999999,267,0.014407511331750486
47567B,TEA TIME KITCHEN APRON,585.0,3248.0700000000006,120,0.006475285991797971
21890,S/6 WOODEN SKITTLES IN COTTON BAG,1070.0,3247.16,173,0.009335203971508742
22435,SET OF 9 HEART SHAPED BALLOONS,2671.0,3245.79,213,0.0114936326354414
22563,HAPPY STENCIL CRAFT,2777.0,3244.6,252,0.01359810058277574
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,1159.0,3224.6499999999974,131,0.007068853874379452
22348,TEA BAG PLATE RED RETROSPOT,3861.0,3221.7900000000022,254,0.013706022015972373
21906,PHARMACIE FIRST AID TIN,483.0,3220.81,94,0.005072307360241744
22801,ANTIQUE GLASS PEDESTAL BOWL,887.0,3212.1000000000004,159,0.00857975393913231
23013,GLASS APOTHECARY BOTTLE TONIC,865.0,3211.09,180,0.009712928987696956
23230,WRAP ALPHABET DESIGN,7925.0,3196.5,232,0.012518886250809411
22738,RIBBON REEL SNOWY VILLAGE,1991.0,3193.03,176,0.009497086121303691
23426,METAL SIGN DROP YOUR PANTS,1230.0,3186.7800000000007,171,0.009227282538312108
20675,BLUE POLKADOT BOWL,2728.0,3178.65,223,0.012033239801424563
23127,FELTCRAFT GIRL NICOLE KIT,645.0,3169.79,170,0.009173321821713792
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,9628.0,3164.0800000000045,433,0.02336499028707101
23350,ROLL WRAP VINTAGE SPOT ,2584.0,3154.4000000000005,246,0.01327433628318584
23239,SET OF 4 KNICK KNACK TINS POPPIES,812.0,3142.4000000000024,155,0.008363911072739046
23388,WOODLAND MINI BACKPACK,784.0,3133.5999999999995,133,0.007176775307576084
22491,PACK OF 12 COLOURED PENCILS,3898.0,3120.6400000000012,200,0.010792143319663286
22029,SPACEBOY BIRTHDAY CARD,7834.0,3120.139999999996,394,0.021260522339736673
22432,WATERING CAN PINK BUNNY,1644.0,3092.7800000000034,234,0.012626807684006043
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,5955.0,3091.6100000000024,305,0.01645801856248651
22760,"TRAY, BREAKFAST IN BED",259.0,3089.8500000000004,66,0.003561407295488884
85053,FRENCH ENAMEL CANDLEHOLDER,1541.0,3087.520000000002,233,0.012572846967407727
23353,6 GIFT TAGS VINTAGE CHRISTMAS ,3726.0,3068.820000000001,253,0.013652061299374055
23168,CLASSIC CAFE SUGAR DISPENSER,2633.0,3037.1000000000004,208,0.011223829052449816
23342,MINT DINER WALL CLOCK,363.0,3034.5,154,0.00830995035614073
22468,BABUSHKA LIGHTS STRING OF 10,467.0,3032.3900000000003,116,0.006259443125404706
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,837.0,3019.23,68,0.003669328728685517
23253,16 PIECE CUTLERY SET PANTRY DESIGN,210.0,3018.300000000001,46,0.0024821929635225554
22567,20 DOLLY PEGS RETROSPOT,2346.0,3017.5,182,0.00982085042089359
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,2492.0,3017.37,145,0.007824303906755882
82580,BATHROOM METAL SIGN,5503.0,3016.9500000000007,383,0.02066695445715519
22504,CABIN BAG VINTAGE RETROSPOT,160.0,3012.4,39,0.002104467947334341
22300,COFFEE MUG DOG + BALL DESIGN,1436.0,3011.6399999999985,143,0.007716382473559249
21243,PINK  POLKADOT PLATE ,1911.0,3010.709999999999,130,0.007014893157781136
22892,SET OF SALT AND PEPPER TOADSTOOLS,2455.0,3000.35,196,0.010576300453270019
22564,ALPHABET STENCIL CRAFT,2668.0,2999.1899999999996,165,0.00890351823872221
22687,DOORMAT CHRISTMAS VILLAGE,568.0,2991.7,35,0.001888625080941075
22855,FINE WICKER HEART ,2506.0,2982.0200000000004,179,0.00965896827109864
16161P,WRAP ENGLISH ROSE ,7201.0,2980.42,248,0.013382257716382474
23065,LARGE DECO JEWELLERY STAND,246.0,2977.8,88,0.0047485430606518456
21135,VICTORIAN  METAL POSTCARD SPRING,2707.0,2973.5499999999993,162,0.00874163608892726
23237,SET OF 4 KNICK KNACK TINS LEAF,739.0,2970.8500000000004,116,0.006259443125404706
23346,SPACEBOY BEAKER,2567.0,2970.75,138,0.007446578890567667
22669,RED BABY BUNTING ,1027.0,2969.6500000000005,167,0.009011439671918843
23323,WHITE WICKER STAR ,1422.0,2954.6999999999994,270,0.014569393481545435
21385,IVORY HANGING DECORATION  HEART,3558.0,2952.5400000000004,205,0.011061946902654867
23014,GLASS APOTHECARY BOTTLE ELIXIR,798.0,2951.7799999999997,160,0.008633714655730628
22962,JAM JAR WITH PINK LID,3675.0,2947.470000000002,246,0.01327433628318584
21974,SET OF 36 PAISLEY FLOWER DOILIES,2036.0,2942.5099999999984,229,0.012357004101014462
23236,DOILEY STORAGE TIN,1082.0,2934.979999999999,112,0.00604360025901144
21868,POTTING SHED TEA MUG,2344.0,2924.48,232,0.012518886250809411
22180,RETROSPOT LAMP,299.0,2922.850000000001,131,0.007068853874379452
21429,RED GINGHAM ROSE JEWELLERY BOX,1612.0,2917.200000000001,217,0.011709475501834665
22244,3 HOOK HANGER MAGIC GARDEN,1615.0,2911.6500000000015,94,0.005072307360241744
22311,OFFICE MUG WARMER BLACK+SILVER ,1049.0,2910.75,93,0.0050183466436434275
23461,SWEETHEART BIRD HOUSE,829.0,2908.5499999999993,83,0.004478739477660264
22212,FOUR HOOK  WHITE LOVEBIRDS,1416.0,2904.8700000000003,253,0.013652061299374055
23188,VINTAGE  2 METER FOLDING RULER,1775.0,2902.4699999999984,155,0.008363911072739046
23242,TREASURE TIN BUFFALO BILL ,1430.0,2886.0800000000017,187,0.010090654003885171
22065,CHRISTMAS PUDDING TRINKET POT ,6418.0,2883.439999999999,164,0.008849557522123894
21716,BOYS VINTAGE TIN SEASIDE BUCKET,1190.0,2880.92,137,0.00739261817396935
21561,DINOSAUR LUNCH BOX WITH CUTLERY,1227.0,2868.7799999999984,167,0.009011439671918843
22812,PACK 3 BOXES CHRISTMAS PANNETONE,1531.0,2867.1500000000005,110,0.005935678825814807
23035,DRAWER KNOB CERAMIC IVORY,2035.0,2863.3900000000017,165,0.00890351823872221
21658,GLASS  BEURRE DISH,770.0,2862.22,126,0.00679905029138787
23393,HOME SWEET HOME CUSHION COVER ,763.0,2861.25,201,0.010846104036261602
22460,EMBOSSED GLASS TEALIGHT HOLDER,2368.0,2855.59,162,0.00874163608892726
23390,DOLLY GIRL MINI BACKPACK,713.0,2838.9500000000003,144,0.007770343190157565
22195,LARGE HEART MEASURING SPOONS,1696.0,2836.919999999998,220,0.011871357651629614
23283,DOORMAT VINTAGE LEAVES DESIGN ,426.0,2833.700000000002,88,0.0047485430606518456
37370,RETRO COFFEE MUGS ASSORTED,2504.0,2829.2800000000007,113,0.006097560975609756
22465,HANGING METAL STAR LANTERN,1958.0,2828.0799999999986,159,0.00857975393913231
21935,SUKI  SHOULDER BAG,1763.0,2824.37,204,0.011007986186056551
21238,RED RETROSPOT CUP,3519.0,2822.409999999998,277,0.01494711849773365
22894,TABLECLOTH RED APPLES DESIGN ,291.0,2821.9500000000007,109,0.00588171810921649
85132C,CHARLIE AND LOLA FIGURES TINS,1404.0,2817.8000000000015,126,0.00679905029138787
22219,LOVEBIRD HANGING DECORATION WHITE ,3367.0,2814.3700000000017,311,0.01678178286207641
21918,SET 12 KIDS COLOUR  CHALK STICKS,7012.0,2814.279999999999,282,0.015216922080725233
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,764.0,2813.38,138,0.007446578890567667
22079,RIBBON REEL HEARTS DESIGN ,1701.0,2808.89,225,0.012141161234621195
84692,BOX OF 24 COCKTAIL PARASOLS,6803.0,2808.569999999999,364,0.01964170084178718
23182,TOILET SIGN OCCUPIED OR VACANT,3378.0,2807.6899999999996,254,0.013706022015972373
21499,BLUE POLKADOT WRAP,6900.0,2798.0,215,0.011601554068638031
23329,DECORATIVE WICKER HEART LARGE,1701.0,2794.6499999999987,215,0.011601554068638031
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,863.0,2770.91,36,0.0019425857975393912
22810,SET OF 6 T-LIGHTS SNOWMEN,900.0,2768.480000000002,137,0.00739261817396935
23290,SPACEBOY CHILDRENS BOWL,2367.0,2757.1500000000005,174,0.009389164688107058
23345, DOLLY GIRL BEAKER,2394.0,2754.5,133,0.007176775307576084
22331,WOODLAND PARTY BAG + STICKER SET,1768.0,2750.960000000001,143,0.007716382473559249
23354,6 GIFT TAGS 50'S CHRISTMAS ,3343.0,2750.9300000000035,261,0.014083747032160587
22972,CHILDREN'S SPACEBOY MUG,1688.0,2746.159999999998,178,0.009605007554500325
22823,CHEST NATURAL WOOD 20 DRAWERS,24.0,2745.0,13,0.0007014893157781135
23051,RECYCLED ACAPULCO MAT BLUE,335.0,2741.35,133,0.007176775307576084
79000,MOROCCAN TEA GLASS,3784.0,2741.200000000002,95,0.00512626807684006
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,1141.0,2736.75,138,0.007446578890567667
47599B,BLUE PARTY BAGS ,1451.0,2728.9400000000005,108,0.005827757392618174
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,669.0,2727.97,112,0.00604360025901144
22778,GLASS CLOCHE SMALL,753.0,2727.95,106,0.005719835959421541
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1695.0,2726.3099999999995,138,0.007446578890567667
22746,POPPY'S PLAYHOUSE LIVINGROOM ,1315.0,2724.620000000001,252,0.01359810058277574
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,1678.0,2691.1399999999976,179,0.00965896827109864
22843,BISCUIT TIN VINTAGE GREEN,433.0,2685.1300000000006,114,0.006151521692208072
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,1571.0,2676.3900000000003,204,0.011007986186056551
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,1175.0,2672.250000000001,72,0.0038851715950787825
22990,COTTON APRON PANTRY DESIGN,602.0,2670.54,140,0.0075545003237643
23147,SINGLE ANTIQUE ROSE HOOK IVORY,1843.0,2669.9500000000025,250,0.013490179149579106
20754,RETROSPOT RED WASHING UP GLOVES,1355.0,2668.38,239,0.012896611266997626
22702,BLACK AND WHITE CAT BOWL,1357.0,2661.8999999999987,43,0.0023203108137276065
22045,SPACEBOY GIFT WRAP,6477.0,2652.34,206,0.011115907619253183
22604,SET OF 4 NAPKIN CHARMS CUTLERY,1171.0,2642.8599999999997,108,0.005827757392618174
85178,VICTORIAN SEWING KIT,2370.0,2640.9399999999996,98,0.0052881502266350095
23427,STOOL HOME SWEET HOME ,227.0,2635.8999999999996,106,0.005719835959421541
23211,RED ROCKING HORSE HAND PAINTED,2206.0,2631.5,116,0.006259443125404706
22430,ENAMEL WATERING CAN CREAM,539.0,2621.8499999999985,161,0.008687675372328944
22830,UTILTY CABINET WITH HOOKS,131.0,2610.29,6,0.00032376429958989856
22222,CAKE PLATE LOVEBIRD WHITE,824.0,2599.2,149,0.008040146773149147
22179,SET 10 LIGHTS NIGHT OWL,407.0,2593.65,77,0.004154975178070365
21500,PINK POLKADOT WRAP ,6350.0,2593.0,213,0.0114936326354414
21563,RED HEART SHAPE LOVE BUCKET ,1358.0,2591.0200000000004,134,0.007230736024174401
23053,RECYCLED ACAPULCO MAT PINK,318.0,2589.9,129,0.006960932441182819
22078,RIBBON REEL LACE DESIGN ,1288.0,2584.8,143,0.007716382473559249
22777,GLASS CLOCHE LARGE,329.0,2581.45,41,0.0022123893805309734
23164,REGENCY CAKE SLICE,564.0,2579.2099999999996,80,0.004316857327865314
22700,BLACK AND WHITE DOG BOWL,1192.0,2578.78,48,0.0025901143967191884
22906,12 MESSAGE CARDS WITH ENVELOPES,1621.0,2578.6499999999987,187,0.010090654003885171
23534,STOP FOR TEA WALL ART,518.0,2572.699999999999,41,0.0022123893805309734
21115,ROSE CARAVAN DOORSTOP,519.0,2567.6099999999997,129,0.006960932441182819
23212,HEART WREATH DECORATION WITH BELL,2163.0,2562.63,144,0.007770343190157565
22187,GREEN CHRISTMAS TREE CARD HOLDER,1183.0,2562.2700000000013,145,0.007824303906755882
23100,SILVER BELLS TABLE DECORATION,2090.0,2562.1,213,0.0114936326354414
23395,BELLE JARDINIERE CUSHION COVER,683.0,2555.73,175,0.009443125404705375
21735,TWO DOOR CURIO CABINET,210.0,2551.95,82,0.004424778761061947
20973,12 PENCIL SMALL TUBE WOODLAND,3998.0,2545.3,276,0.014893157781135334
21985,PACK OF 12 HEARTS DESIGN TISSUES ,8541.0,2542.170000000002,354,0.019102093675804014
72802C,VANILLA SCENT CANDLE JEWELLED BOX,1374.0,2541.12,88,0.0047485430606518456
23266,SET OF 3 WOODEN STOCKING DECORATION,1964.0,2529.64,274,0.0147852363479387
20829,GLITTER HANGING BUTTERFLY STRING,1264.0,2528.3900000000003,163,0.008795596805525578
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,778.0,2526.0199999999995,211,0.011385711202244766
82600,N0 SINGING METAL SIGN,1197.0,2523.7800000000007,35,0.001888625080941075
22072,RED RETROSPOT TEA CUP AND SAUCER ,807.0,2519.19,139,0.007500539607165983
22930,BAKING MOULD HEART MILK CHOCOLATE,1040.0,2513.119999999999,145,0.007824303906755882
22925,BLUE GIANT GARDEN THERMOMETER,426.0,2511.7200000000003,162,0.00874163608892726
22179,SET 10 NIGHT OWL LIGHTS,388.0,2510.34,101,0.005450032376429959
22833,HALL CABINET WITH 3 DRAWERS,75.0,2503.5299999999993,4,0.0002158428663932657
22354,RETROSPOT PADDED SEAT CUSHION,700.0,2502.82,65,0.003507446578890568
23333,IVORY WICKER HEART MEDIUM,2009.0,2498.65,216,0.011655514785236349
22582,PACK OF 6 SWEETIE GIFT BOXES,1029.0,2496.7599999999993,77,0.004154975178070365
21976,PACK OF 60 MUSHROOM CAKE CASES,4936.0,2496.080000000001,276,0.014893157781135334
20828,GLITTER BUTTERFLY CLIPS,1010.0,2489.1,177,0.009551046837902007
22433,WATERING CAN GREEN DINOSAUR,1341.0,2487.5300000000016,189,0.010198575437081804
21240,BLUE POLKADOT CUP,3153.0,2484.529999999999,215,0.011601554068638031
22797,CHEST OF DRAWERS GINGHAM HEART ,146.0,2459.040000000001,79,0.0042628966112669975
20717,STRAWBERRY SHOPPER BAG,2034.0,2453.38,231,0.012464925534211094
22974,CHILDRENS DOLLY GIRL MUG,1514.0,2443.139999999999,157,0.008471832505935679
22360,GLASS JAR ENGLISH CONFECTIONERY,880.0,2438.200000000001,143,0.007716382473559249
22963,JAM JAR WITH GREEN LID,3046.0,2433.880000000002,209,0.011277789769048132
23681,LUNCH BAG RED VINTAGE DOILY,1547.0,2432.55,118,0.006367364558601338
23407,SET OF 2 TRAYS HOME SWEET HOME,248.0,2426.7200000000016,118,0.006367364558601338
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,1154.0,2418.020000000002,202,0.010900064752859918
47559B,TEA TIME OVEN GLOVE,2001.0,2412.92,241,0.01300453270019426
21810,CHRISTMAS HANGING STAR WITH BELL,5200.0,2402.1200000000017,173,0.009335203971508742
23542,WALL ART 70'S ALPHABET ,334.0,2399.58,55,0.0029678394129074035
22822,CREAM WALL PLANTER HEART SHAPED,416.0,2396.710000000001,144,0.007770343190157565
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1842.0,2396.7000000000003,249,0.01343621843298079
22945,CHRISTMAS METAL TAGS ASSORTED ,2857.0,2395.930000000001,136,0.007338657457371034
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,1234.0,2384.7599999999993,133,0.007176775307576084
22175,PINK OWL SOFT TOY,839.0,2379.05,139,0.007500539607165983
22794,SWEETHEART WIRE MAGAZINE RACK,300.0,2373.0000000000005,157,0.008471832505935679
23535,BICYCLE SAFTEY WALL ART,458.0,2371.9400000000005,39,0.002104467947334341
21411,GINGHAM HEART  DOORSTOP RED,714.0,2371.2599999999998,185,0.00998273257068854
22937,BAKING MOULD CHOCOLATE CUPCAKES,915.0,2358.889999999998,133,0.007176775307576084
21903,MAN FLU METAL SIGN,1127.0,2356.3800000000015,153,0.008255989639542414
21495,SKULLS AND CROSSBONES WRAP,5800.0,2356.0,165,0.00890351823872221
23292,SPACEBOY CHILDRENS CUP,1951.0,2343.0699999999997,159,0.00857975393913231
21116,OWL DOORSTOP,489.0,2339.190000000001,117,0.0063134038420030215
23131,MISTLETOE HEART WREATH CREAM,575.0,2332.13,103,0.0055579538096265915
16156S,WRAP PINK FAIRY CAKES ,5800.0,2331.0,167,0.009011439671918843
22327,ROUND SNACK BOXES SET OF 4 SKULLS,821.0,2325.9500000000007,162,0.00874163608892726
21730,GLASS STAR FROSTED T-LIGHT HOLDER,497.0,2319.1900000000005,119,0.006421325275199655
23341,PINK DINER WALL CLOCK,281.0,2317.1,98,0.0052881502266350095
22644,CERAMIC CHERRY CAKE MONEY BANK,2043.0,2315.729999999999,188,0.010144614720483489
22610,PENS ASSORTED FUNNY FACE,9110.0,2313.7400000000007,171,0.009227282538312108
23570,TRADITIONAL PICK UP STICKS GAME ,1836.0,2295.0,231,0.012464925534211094
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,1983.0,2292.27,97,0.005234189510036694
22902,TOTE BAG I LOVE LONDON,1204.0,2289.7800000000007,94,0.005072307360241744
21110,LARGE CAKE TOWEL PINK SPOTS,774.0,2288.2999999999997,78,0.004208935894668682
22927,GREEN GIANT GARDEN THERMOMETER,395.0,2278.249999999999,129,0.006960932441182819
23437, 50'S CHRISTMAS GIFT BAG LARGE,1885.0,2272.25,109,0.00588171810921649
22933,BAKING MOULD EASTER EGG MILK CHOC,876.0,2272.2,91,0.004910425210446795
23412,HEART MIRROR ANTIQUE WHITE,351.0,2269.14,71,0.003831210878480466
22380,TOY TIDY SPACEBOY  ,1152.0,2266.3500000000004,195,0.010522339736671703
23526,WALL ART DOG LICENCE ,474.0,2265.1800000000003,62,0.0033455644290956185
22437,SET OF 9 BLACK SKULL BALLOONS,2725.0,2261.6500000000005,173,0.009335203971508742
22691,DOORMAT WELCOME SUNRISE,343.0,2260.6899999999996,95,0.00512626807684006
22215,CAKE STAND WHITE TWO TIER LACE,330.0,2254.5,89,0.004802503777250162
35004B,SET OF 3 BLACK FLYING DUCKS,475.0,2251.15,47,0.002536153680120872
21875,KINGS CHOICE MUG,2000.0,2249.5600000000004,111,0.005989639542413123
46000S,POLYESTER FILLER PAD 40x40cm,1551.0,2248.95,182,0.00982085042089359
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,560.0,2248.1399999999994,85,0.004586660910856896
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,448.0,2247.36,95,0.00512626807684006
23489,VINTAGE BELLS GARLAND,784.0,2246.5599999999995,127,0.006853011007986186
22440,BALLOON WATER BOMB PACK OF 35,5873.0,2244.0600000000004,138,0.007446578890567667
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,1748.0,2243.939999999999,233,0.012572846967407727
23196,VINTAGE LEAF MAGNETIC NOTEPAD,1593.0,2242.65,211,0.011385711202244766
20983,12 PENCILS TALL TUBE RED RETROSPOT,2643.0,2240.310000000001,234,0.012626807684006043
22426,ENAMEL WASH BOWL CREAM,659.0,2228.05,144,0.007770343190157565
22672,FRENCH BATHROOM SIGN BLUE METAL,1382.0,2227.619999999998,158,0.008525793222533995
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,1840.0,2227.52,145,0.007824303906755882
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,1368.0,2214.8699999999985,132,0.007122814590977768
23316,RED REFECTORY CLOCK ,235.0,2212.25,95,0.00512626807684006
21107,CREAM SLICE FLANNEL PINK SPOT ,837.0,2209.9500000000003,62,0.0033455644290956185
23498,CLASSIC BICYCLE CLIPS ,1587.0,2200.15,86,0.004640621627455213
23188,VINTAGE  2 METRE FOLDING RULER,1321.0,2197.6899999999987,127,0.006853011007986186
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,612.0,2194.6400000000003,139,0.007500539607165983
22670,FRENCH WC SIGN BLUE METAL,1753.0,2192.7400000000002,208,0.011223829052449816
23054,RECYCLED ACAPULCO MAT LAVENDER,266.0,2189.7,109,0.00588171810921649
22329,ROUND CONTAINER SET OF 5 RETROSPOT,1386.0,2181.2999999999984,151,0.00814806820634578
23330,DECORATIVE WICKER HEART MEDIUM,1751.0,2181.19,195,0.010522339736671703
23079,TOADSTOOL BEDSIDE LIGHT ,246.0,2180.7000000000003,103,0.0055579538096265915
84832,ZINC WILLIE WINKIE  CANDLE STICK,2606.0,2176.1000000000004,188,0.010144614720483489
22776,SWEETHEART 3 TIER CAKE STAND ,222.0,2174.1000000000013,122,0.0065832074249946035
22660,DOORMAT I LOVE LONDON,327.0,2157.33,69,0.0037232894452838335
22704,WRAP RED APPLES ,5250.0,2157.0,173,0.009335203971508742
23401,RUSTIC MIRROR WITH LACE HEART,443.0,2155.51,70,0.00377725016188215
23265,SET OF 3 WOODEN TREE DECORATIONS,1665.0,2153.71,246,0.01327433628318584
21896,POTTING SHED TWINE,946.0,2152.199999999999,89,0.004802503777250162
23406,HOME SWEET HOME KEY HOLDER,434.0,2148.54,94,0.005072307360241744
22241,GARLAND WOODEN HAPPY EASTER,1762.0,2147.78,165,0.00890351823872221
22476,EMPIRE UNION JACK TV DINNER TRAY,810.0,2145.8199999999997,78,0.004208935894668682
22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,2601.0,2141.4300000000003,286,0.015432764947118498
