customer_id,first_purchase,last_purchase,frequency,monetary,average_order_value,recency_days,tenure_days,r_score,f_score,m_score,rfm_score,business_segment,kmeans_cluster
13747,2010-12-01 10:37:00,2010-12-01 10:37:00,1,79.6,79.6,374,0,1,1,1,3,Other,0
13748,2010-12-01 09:00:00,2011-09-05 09:45:00,5,948.25,189.65,96,278,2,4,3,9,At Risk,0
13750,2011-01-07 11:49:00,2011-10-17 12:16:00,5,1647.26,329.452,54,283,2,4,3,9,At Risk,1
13751,2011-02-24 15:56:00,2011-02-24 15:56:00,1,296.25,296.25,288,0,1,1,1,3,Other,0
13752,2011-04-07 12:04:00,2011-08-07 14:16:00,6,1175.3799999999999,195.89666666666665,124,122,2,4,3,9,At Risk,1
13753,2011-02-25 12:48:00,2011-02-25 12:48:00,1,741.26,741.26,288,0,1,1,3,5,Other,0
13754,2011-01-26 14:58:00,2011-07-11 11:51:00,2,282.6,141.3,152,165,1,2,1,4,Other,0
13755,2011-10-07 15:45:00,2011-12-06 12:26:00,9,2108.06,234.2288888888889,4,59,4,4,4,12,Champions,1
13756,2010-12-07 11:41:00,2011-12-07 16:44:00,14,5189.52,370.68,2,365,4,4,4,12,Champions,1
13758,2010-12-01 12:08:00,2011-11-28 11:11:00,7,3190.55,455.79285714285714,12,361,4,4,4,12,Champions,1
13759,2011-09-29 15:40:00,2011-11-06 14:47:00,2,659.41,329.705,33,37,3,2,2,7,New / Promising,0
13760,2011-03-28 12:52:00,2011-10-16 16:13:00,2,286.78999999999996,143.39499999999998,54,202,2,2,1,5,Other,0
13761,2011-06-13 08:43:00,2011-10-20 14:01:00,2,1070.65,535.325,50,129,3,2,3,8,New / Promising,0
13762,2011-05-05 09:15:00,2011-05-05 09:15:00,1,306.72,306.72,219,0,1,1,2,4,Other,0
13763,2011-10-07 15:13:00,2011-10-07 15:13:00,1,1714.96,1714.96,63,0,2,1,4,7,High Value,0
13764,2011-01-06 14:53:00,2011-09-30 12:03:00,3,1519.42,506.47333333333336,71,266,2,3,3,8,At Risk,0
13767,2010-12-01 10:47:00,2011-12-07 15:00:00,37,17220.36,465.41513513513513,2,371,4,4,4,12,Champions,1
13769,2010-12-07 13:28:00,2011-12-07 15:08:00,10,2796.51,279.651,2,365,4,4,4,12,Champions,1
13771,2011-04-06 15:47:00,2011-10-06 14:18:00,4,2634.45,658.6125,64,182,2,3,4,9,At Risk,1
13772,2011-04-14 12:31:00,2011-11-06 11:43:00,3,1122.6299999999999,374.21,34,205,3,3,3,9,Loyal Customers,1
13774,2011-09-19 12:06:00,2011-09-19 12:06:00,1,345.0,345.0,82,0,2,1,2,5,Other,0
13777,2010-12-01 16:01:00,2011-12-09 12:25:00,33,25977.16,787.1866666666666,1,372,4,4,4,12,Champions,1
13778,2011-08-28 15:25:00,2011-08-28 15:25:00,1,178.7,178.7,103,0,2,1,1,4,Other,0
13780,2011-06-22 11:43:00,2011-12-02 13:49:00,2,360.01,180.005,7,163,4,2,2,8,New / Promising,0
13781,2011-04-03 12:08:00,2011-04-03 12:08:00,1,127.84,127.84,251,0,1,1,1,3,Other,0
13782,2011-01-16 11:08:00,2011-11-27 11:54:00,6,908.86,151.47666666666666,13,315,4,4,3,11,Champions,1
13784,2011-01-11 14:38:00,2011-11-30 09:33:00,11,2462.79,223.89,10,322,4,4,4,12,Champions,1
13786,2010-12-07 13:53:00,2010-12-07 13:53:00,1,230.39999999999998,230.39999999999998,367,0,1,1,1,3,Other,0
13787,2010-12-10 14:45:00,2011-09-25 12:06:00,2,309.04,154.52,76,288,2,2,2,6,Other,0
13790,2011-12-05 15:48:00,2011-12-05 15:48:00,1,348.8,348.8,4,0,4,1,2,7,New / Promising,0
13791,2011-06-24 16:38:00,2011-08-04 11:44:00,2,1516.0,758.0,128,40,2,2,3,7,Other,0
13792,2011-02-25 14:03:00,2011-10-04 14:31:00,2,195.55,97.775,66,221,2,2,1,5,Other,0
13798,2010-12-02 17:24:00,2011-12-08 15:51:00,57,37153.85,651.8219298245614,1,370,4,4,4,12,Champions,1
13799,2011-02-18 14:18:00,2011-08-15 12:07:00,2,688.8599999999999,344.42999999999995,117,177,2,2,3,7,Other,0
13800,2011-02-03 12:27:00,2011-02-03 12:27:00,1,558.32,558.32,310,0,1,1,2,4,Other,0
13801,2011-10-04 10:15:00,2011-10-04 10:15:00,1,324.8,324.8,67,0,2,1,2,5,Other,0
13802,2011-02-01 12:03:00,2011-07-24 10:54:00,3,4599.42,1533.14,139,172,2,3,4,9,At Risk,1
13803,2011-03-29 12:57:00,2011-03-29 12:57:00,1,277.07,277.07,255,0,1,1,1,3,Other,0
13804,2011-02-23 09:09:00,2011-11-09 12:32:00,7,2588.39,369.77,31,259,3,4,4,11,Loyal Customers,1
13805,2011-08-02 15:29:00,2011-10-18 14:50:00,2,924.6,462.3,52,76,2,2,3,7,Other,0
13806,2011-10-07 11:43:00,2011-10-07 11:43:00,1,256.38,256.38,64,0,2,1,1,4,Other,0
13807,2010-12-07 15:48:00,2010-12-07 15:48:00,1,112.6,112.6,367,0,1,1,1,3,Other,0
13808,2011-09-04 12:07:00,2011-12-04 12:18:00,5,1747.6599999999999,349.532,6,91,4,4,4,12,Champions,1
13809,2011-02-07 13:15:00,2011-02-07 13:15:00,1,155.05,155.05,305,0,1,1,1,3,Other,0
13810,2011-10-14 12:57:00,2011-11-11 08:33:00,3,1499.01,499.67,29,27,3,3,3,9,Loyal Customers,1
13811,2011-04-14 18:40:00,2011-06-09 09:54:00,3,814.5,271.5,184,55,1,3,3,7,At Risk,0
13812,2011-08-26 12:54:00,2011-10-28 14:27:00,3,539.0,179.66666666666666,42,63,3,3,2,8,Loyal Customers,0
13813,2011-07-28 10:33:00,2011-10-31 10:38:00,4,1366.8600000000001,341.71500000000003,40,95,3,3,3,9,Loyal Customers,1
13814,2011-07-25 13:54:00,2011-09-08 13:48:00,2,1579.12,789.56,92,44,2,2,3,7,Other,0
13815,2011-01-25 12:16:00,2011-11-17 14:19:00,4,4027.36,1006.84,22,296,3,3,4,10,Loyal Customers,1
13816,2011-10-06 14:37:00,2011-11-16 08:38:00,2,571.6700000000001,285.83500000000004,24,40,3,2,2,7,New / Promising,0
13817,2010-12-23 11:46:00,2011-11-10 17:49:00,2,382.98,191.49,29,322,3,2,2,7,New / Promising,0
13819,2011-01-24 10:38:00,2011-02-11 10:38:00,3,1140.35,380.1166666666666,302,18,1,3,3,7,At Risk,0
13821,2011-03-23 11:30:00,2011-07-18 09:49:00,2,385.64,192.82,145,116,1,2,2,5,Other,0
13822,2011-10-30 15:55:00,2011-12-04 12:13:00,2,632.0,316.0,6,34,4,2,2,8,New / Promising,1
13823,2011-09-09 10:42:00,2011-11-21 10:22:00,2,957.6600000000001,478.83000000000004,19,72,3,2,3,8,New / Promising,0
13824,2011-02-02 13:07:00,2011-11-07 12:41:00,5,1698.94,339.788,33,277,3,4,4,11,Loyal Customers,1
13826,2011-06-16 13:48:00,2011-06-16 13:48:00,1,189.5,189.5,176,0,1,1,1,3,Other,0
13827,2011-07-19 15:38:00,2011-10-13 12:38:00,3,409.8,136.6,58,85,2,3,2,7,At Risk,0
13828,2011-11-17 16:02:00,2011-11-17 16:02:00,1,209.49,209.49,22,0,3,1,1,5,New / Promising,0
13831,2010-12-05 12:13:00,2011-11-23 15:41:00,6,2198.45,366.4083333333333,16,353,4,4,4,12,Champions,1
13832,2011-11-20 15:36:00,2011-11-20 15:36:00,1,52.199999999999996,52.199999999999996,19,0,3,1,1,5,New / Promising,0
13833,2011-07-03 13:27:00,2011-07-03 13:27:00,1,383.85,383.85,159,0,1,1,2,4,Other,0
13835,2011-05-08 15:22:00,2011-11-14 15:37:00,4,834.5699999999999,208.64249999999998,25,190,3,3,3,9,Loyal Customers,1
13837,2011-01-26 12:15:00,2011-05-12 12:10:00,2,266.59000000000003,133.29500000000002,212,105,1,2,1,4,Other,0
13838,2010-12-05 10:45:00,2011-12-04 11:00:00,4,674.8199999999999,168.70499999999998,6,364,4,3,3,10,Loyal Customers,1
13841,2011-04-01 12:10:00,2011-04-01 12:10:00,1,85.0,85.0,253,0,1,1,1,3,Other,0
13842,2010-12-08 10:39:00,2011-10-12 10:51:00,9,3385.62,376.18,59,308,2,4,4,10,At Risk,1
13844,2011-11-28 13:21:00,2011-11-28 13:21:00,1,361.62,361.62,11,0,4,1,2,7,New / Promising,0
13845,2011-10-06 08:25:00,2011-10-06 08:25:00,1,312.98,312.98,65,0,2,1,2,5,Other,0
13846,2010-12-14 16:07:00,2011-11-15 12:07:00,3,865.0600000000001,288.35333333333335,25,335,3,3,3,9,Loyal Customers,1
13848,2010-12-08 15:10:00,2011-09-08 12:58:00,3,1255.0,418.3333333333333,92,273,2,3,3,8,At Risk,0
13849,2011-06-22 10:11:00,2011-10-19 10:59:00,2,1537.9499999999998,768.9749999999999,52,119,2,2,3,7,Other,0
13850,2011-08-02 14:04:00,2011-08-02 14:04:00,1,1595.48,1595.48,129,0,2,1,3,6,Other,0
13851,2011-02-24 17:18:00,2011-09-05 12:36:00,3,2651.46,883.82,96,192,2,3,4,9,At Risk,1
13853,2011-10-13 14:18:00,2011-10-13 14:18:00,1,1090.14,1090.14,57,0,2,1,3,6,Other,0
13854,2010-12-09 10:48:00,2011-12-01 09:06:00,25,8109.52,324.3808,9,356,4,4,4,12,Champions,1
13856,2011-05-20 13:13:00,2011-06-24 10:03:00,3,388.5,129.5,169,34,1,3,2,6,At Risk,0
13858,2011-10-13 16:17:00,2011-10-13 16:17:00,1,216.17,216.17,57,0,2,1,1,4,Other,0
13859,2011-01-17 16:14:00,2011-01-17 16:14:00,1,201.16,201.16,326,0,1,1,1,3,Other,0
13860,2011-09-14 09:27:00,2011-12-08 12:57:00,5,1245.9,249.18,1,85,4,4,3,11,Champions,1
13862,2011-01-11 15:13:00,2011-11-21 16:24:00,8,2209.36,276.17,18,314,4,4,4,12,Champions,1
13863,2011-04-06 10:20:00,2011-04-06 10:20:00,1,305.78,305.78,248,0,1,1,1,3,Other,0
13865,2011-02-23 12:04:00,2011-10-12 13:31:00,4,501.56,125.39,58,231,2,3,2,7,At Risk,0
13866,2011-09-26 14:54:00,2011-09-26 14:54:00,1,145.67000000000002,145.67000000000002,74,0,2,1,1,4,Other,0
13867,2011-05-05 17:28:00,2011-11-08 15:48:00,3,1005.0900000000001,335.03000000000003,31,186,3,3,3,9,Loyal Customers,1
13868,2011-11-01 12:45:00,2011-12-02 16:32:00,2,3192.54,1596.27,7,31,4,2,4,10,New / Promising,1
13869,2010-12-17 15:14:00,2011-08-08 13:53:00,4,3083.65,770.9125,123,233,2,3,4,9,At Risk,1
13870,2011-02-25 09:09:00,2011-12-07 13:23:00,8,2770.94,346.3675,2,285,4,4,4,12,Champions,1
13871,2011-02-04 09:30:00,2011-11-17 10:49:00,13,6403.25,492.5576923076923,23,286,3,4,4,11,Loyal Customers,1
13873,2011-02-03 09:37:00,2011-08-12 10:08:00,3,389.6,129.86666666666667,120,190,2,3,2,7,At Risk,0
13874,2010-12-16 18:20:00,2010-12-16 18:20:00,1,540.45,540.45,358,0,1,1,2,4,Other,0
13875,2011-02-11 15:39:00,2011-10-17 09:36:00,5,1786.79,357.358,54,247,2,4,4,10,At Risk,1
13876,2011-10-07 10:22:00,2011-10-07 10:22:00,1,122.7,122.7,64,0,2,1,1,4,Other,0
13877,2011-09-14 15:49:00,2011-09-14 15:49:00,1,117.24,117.24,86,0,2,1,1,4,Other,0
13878,2011-10-16 12:19:00,2011-10-16 12:19:00,1,1271.57,1271.57,55,0,2,1,3,6,Other,0
13880,2010-12-07 14:00:00,2011-11-18 13:44:00,13,3219.77,247.67461538461538,21,345,3,4,4,11,Loyal Customers,1
13881,2011-02-01 10:14:00,2011-12-06 12:50:00,20,17159.52,857.976,4,308,4,4,4,12,Champions,1
13882,2011-10-06 15:28:00,2011-12-07 11:16:00,5,1191.13,238.22600000000003,3,61,4,4,3,11,Champions,1
13883,2011-03-31 17:17:00,2011-11-29 10:45:00,5,2674.48,534.896,11,242,4,4,4,12,Champions,1
13884,2011-03-01 13:40:00,2011-12-02 16:30:00,5,787.6,157.52,7,276,4,4,3,11,Champions,1
13885,2011-05-23 08:52:00,2011-06-03 15:07:00,2,506.79999999999995,253.39999999999998,189,11,1,2,2,5,Other,0
13886,2011-09-29 13:17:00,2011-09-29 13:17:00,1,243.56,243.56,71,0,2,1,1,4,Other,0
13887,2011-05-19 17:22:00,2011-05-19 17:22:00,1,349.55,349.55,204,0,1,1,2,4,Other,0
13888,2011-05-05 14:41:00,2011-08-12 10:13:00,2,595.6700000000001,297.83500000000004,120,98,2,2,2,6,Other,0
13889,2011-09-08 09:13:00,2011-09-08 09:13:00,1,416.90000000000003,416.90000000000003,93,0,2,1,2,5,Other,0
13890,2010-12-16 09:31:00,2011-12-08 15:36:00,10,1883.81,188.381,1,357,4,4,4,12,Champions,1
13892,2011-04-07 12:04:00,2011-11-13 11:50:00,4,632.9699999999999,158.24249999999998,27,219,3,3,2,8,Loyal Customers,1
13893,2011-02-15 11:30:00,2011-02-15 11:30:00,1,821.1,821.1,298,0,1,1,3,5,Other,0
13894,2011-02-02 12:54:00,2011-11-16 09:44:00,3,564.62,188.20666666666668,24,286,3,3,2,8,Loyal Customers,0
13895,2011-06-28 10:17:00,2011-11-11 16:57:00,4,2593.07,648.2675,28,136,3,3,4,10,Loyal Customers,1
13897,2011-10-20 14:30:00,2011-10-20 14:30:00,1,311.16,311.16,50,0,3,1,2,6,New / Promising,0
13898,2011-01-18 10:28:00,2011-01-18 10:28:00,1,155.93,155.93,326,0,1,1,1,3,Other,0
13899,2011-03-10 09:30:00,2011-11-23 13:40:00,2,388.52,194.26,16,258,4,2,2,8,New / Promising,0
13900,2011-03-22 10:13:00,2011-06-09 19:26:00,3,740.95,246.98333333333335,183,79,1,3,3,7,At Risk,0
13901,2011-01-25 09:01:00,2011-09-28 14:48:00,5,2867.2,573.4399999999999,72,246,2,4,4,10,At Risk,1
13904,2011-02-18 11:18:00,2011-11-02 13:41:00,2,332.64,166.32,37,257,3,2,2,7,New / Promising,0
13908,2011-03-08 12:04:00,2011-09-21 11:49:00,4,2369.55,592.3875,80,196,2,3,4,9,At Risk,1
13911,2011-02-04 14:46:00,2011-10-13 15:43:00,9,2580.91,286.7677777777778,57,251,2,4,4,10,At Risk,1
13914,2011-11-03 16:28:00,2011-11-28 10:35:00,2,626.45,313.225,12,24,4,2,2,8,New / Promising,0
13917,2011-06-01 12:46:00,2011-10-21 09:56:00,2,272.03999999999996,136.01999999999998,50,141,3,2,1,6,New / Promising,0
13918,2011-03-31 18:05:00,2011-10-21 12:25:00,2,1212.84,606.42,50,203,3,2,3,8,New / Promising,0
13919,2011-08-10 10:15:00,2011-10-11 14:24:00,2,384.81,192.405,59,62,2,2,2,6,Other,0
13922,2010-12-23 10:38:00,2010-12-23 10:38:00,1,172.25,172.25,352,0,1,1,1,3,Other,0
13923,2011-10-17 12:33:00,2011-10-17 12:33:00,1,351.13,351.13,54,0,2,1,2,5,Other,0
13924,2011-09-28 15:07:00,2011-12-08 09:39:00,6,1838.85,306.47499999999997,2,70,4,4,4,12,Champions,1
13925,2011-07-28 12:09:00,2011-09-08 12:47:00,4,678.25,169.5625,93,42,2,3,3,8,At Risk,0
13926,2011-11-16 13:16:00,2011-11-16 13:16:00,1,223.85000000000002,223.85000000000002,23,0,3,1,1,5,New / Promising,0
13927,2011-09-26 12:00:00,2011-09-26 12:00:00,1,348.99,348.99,75,0,2,1,2,5,Other,0
13928,2011-07-29 15:59:00,2011-11-29 10:33:00,4,464.57000000000005,116.14250000000001,11,122,4,3,2,9,Loyal Customers,1
13929,2011-01-17 15:11:00,2011-06-23 15:26:00,2,842.6500000000001,421.32500000000005,169,157,1,2,3,6,Other,0
13930,2011-07-26 11:00:00,2011-10-13 09:45:00,2,337.34,168.67,58,78,2,2,2,6,Other,0
13931,2011-03-04 08:43:00,2011-09-05 10:12:00,2,1237.5300000000002,618.7650000000001,96,185,2,2,3,7,Other,0
13932,2011-02-18 12:02:00,2011-02-18 12:02:00,1,307.4,307.4,295,0,1,1,2,4,Other,0
13933,2011-07-14 13:35:00,2011-08-22 14:03:00,2,608.79,304.395,109,39,2,2,2,6,Other,0
13934,2011-03-21 08:39:00,2011-03-21 08:39:00,1,922.1,922.1,264,0,1,1,3,5,Other,0
13936,2011-06-13 08:47:00,2011-06-13 08:47:00,1,376.58,376.58,180,0,1,1,2,4,Other,0
13937,2011-06-23 16:35:00,2011-06-23 16:35:00,1,158.85,158.85,169,0,1,1,1,3,Other,0
13938,2011-11-04 14:37:00,2011-11-04 14:37:00,1,71.66,71.66,35,0,3,1,1,5,New / Promising,0
13939,2011-02-01 11:30:00,2011-11-16 13:33:00,3,568.55,189.51666666666665,23,288,3,3,2,8,Loyal Customers,0
13940,2011-07-18 16:05:00,2011-11-22 15:15:00,4,839.14,209.785,17,126,4,3,3,10,Loyal Customers,1
13941,2010-12-02 10:17:00,2011-11-18 09:43:00,5,5112.96,1022.592,22,350,3,4,4,11,Loyal Customers,1
13946,2011-03-17 10:02:00,2011-09-21 13:33:00,3,561.57,187.19000000000003,79,188,2,3,2,7,At Risk,0
13947,2011-10-05 14:42:00,2011-10-05 14:42:00,1,90.6,90.6,65,0,2,1,1,4,Other,0
13948,2010-12-14 10:18:00,2010-12-14 10:18:00,1,102.0,102.0,361,0,1,1,1,3,Other,0
13949,2011-09-06 11:55:00,2011-12-07 09:35:00,6,2427.32,404.55333333333334,3,91,4,4,4,12,Champions,1
13950,2011-04-07 11:29:00,2011-11-28 14:44:00,4,745.06,186.265,11,235,4,3,3,10,Loyal Customers,1
13951,2011-02-18 15:21:00,2011-06-16 16:43:00,3,674.45,224.8166666666667,176,118,1,3,3,7,At Risk,0
13952,2011-04-15 09:27:00,2011-05-06 09:00:00,2,3251.071,1625.5355,218,20,1,2,4,7,High Value,0
13953,2010-12-22 10:29:00,2011-12-02 16:04:00,7,3515.68,502.23999999999995,7,345,4,4,4,12,Champions,1
13954,2011-09-30 10:52:00,2011-12-08 12:50:00,2,439.91999999999996,219.95999999999998,2,69,4,2,2,8,New / Promising,1
13955,2011-02-07 12:24:00,2011-07-08 17:19:00,2,322.96,161.48,154,151,1,2,2,5,Other,0
13956,2011-03-13 12:51:00,2011-12-04 13:20:00,5,1019.27,203.85399999999998,5,266,4,4,3,11,Champions,1
13959,2010-12-12 13:56:00,2011-09-21 15:06:00,3,594.04,198.01333333333332,79,283,2,3,2,7,At Risk,0
13960,2011-09-29 12:39:00,2011-11-18 15:27:00,2,230.22,115.11,21,50,3,2,1,6,New / Promising,0
13962,2011-04-08 11:21:00,2011-11-18 08:47:00,2,169.55,84.775,22,223,3,2,1,6,New / Promising,0
13963,2010-12-07 09:21:00,2011-02-04 14:43:00,4,664.54,166.135,308,59,1,3,2,6,At Risk,0
13967,2011-07-17 12:02:00,2011-07-17 12:02:00,1,80.7,80.7,146,0,1,1,1,3,Other,0
13969,2010-12-09 19:32:00,2011-12-02 15:11:00,18,9024.17,501.34277777777777,7,357,4,4,4,12,Champions,1
13971,2011-02-27 12:27:00,2011-11-21 12:06:00,8,2758.26,344.7825,19,266,3,4,4,11,Loyal Customers,1
13972,2011-05-22 11:34:00,2011-09-30 11:54:00,2,190.25,95.125,71,131,2,2,1,5,Other,0
13973,2011-02-25 15:21:00,2011-02-25 15:21:00,1,264.7,264.7,287,0,1,1,1,3,Other,0
13974,2011-10-21 14:41:00,2011-10-21 14:41:00,1,413.59000000000003,413.59000000000003,49,0,3,1,2,6,New / Promising,0
13975,2011-03-08 12:19:00,2011-11-08 13:19:00,6,2461.24,410.20666666666665,31,245,3,4,4,11,Loyal Customers,1
13976,2011-05-17 09:13:00,2011-05-17 09:13:00,1,357.98,357.98,207,0,1,1,2,4,Other,0
13978,2011-10-25 15:04:00,2011-11-25 11:36:00,2,196.79000000000002,98.39500000000001,15,30,4,2,1,7,New / Promising,0
13979,2011-09-27 13:32:00,2011-09-27 13:32:00,1,869.87,869.87,73,0,2,1,3,6,Other,0
13980,2011-10-10 13:34:00,2011-10-10 13:34:00,1,200.14,200.14,60,0,2,1,1,4,Other,0
13982,2010-12-09 13:57:00,2011-10-31 16:24:00,4,1871.81,467.9525,39,326,3,3,4,10,Loyal Customers,1
13983,2010-12-08 10:38:00,2011-11-10 11:06:00,12,2603.43,216.9525,30,337,3,4,4,11,Loyal Customers,1
13984,2010-12-08 15:58:00,2011-11-13 12:38:00,5,920.51,184.102,27,339,3,4,3,10,Loyal Customers,1
13985,2011-03-20 13:48:00,2011-12-05 17:06:00,15,7060.13,470.67533333333336,4,260,4,4,4,12,Champions,1
13986,2011-11-22 15:00:00,2011-11-22 15:00:00,1,320.46,320.46,17,0,4,1,2,7,New / Promising,0
13988,2011-03-30 11:48:00,2011-11-20 10:15:00,6,4147.96,691.3266666666667,20,234,3,4,4,11,Loyal Customers,1
13989,2011-04-14 15:39:00,2011-10-05 09:47:00,2,1266.08,633.04,66,173,2,2,3,7,Other,0
13990,2011-05-10 15:19:00,2011-05-10 15:19:00,1,311.3,311.3,213,0,1,1,2,4,Other,0
13991,2011-07-19 12:58:00,2011-11-27 16:18:00,6,852.88,142.14666666666668,12,131,4,4,3,11,Champions,1
13992,2011-11-09 15:23:00,2011-11-09 15:23:00,1,76.8,76.8,30,0,3,1,1,5,New / Promising,0
13993,2011-01-13 10:43:00,2011-10-28 09:06:00,9,3466.36,385.1511111111111,43,287,3,4,4,11,Loyal Customers,1
13994,2011-07-14 18:28:00,2011-12-06 11:05:00,6,2274.14,379.0233333333333,4,144,4,4,4,12,Champions,1
13995,2011-04-08 08:20:00,2011-11-24 14:22:00,5,1393.69,278.738,15,230,4,4,3,11,Champions,1
13999,2010-12-13 11:23:00,2011-11-29 13:40:00,12,3901.81,325.1508333333333,10,351,4,4,4,12,Champions,1
14000,2011-05-12 16:50:00,2011-05-12 16:50:00,1,635.66,635.66,211,0,1,1,2,4,Other,0
14001,2010-12-01 12:58:00,2011-10-25 10:31:00,3,2043.0800000000002,681.0266666666668,46,327,3,3,4,10,Loyal Customers,1
14002,2011-07-06 14:59:00,2011-07-28 15:55:00,2,529.73,264.865,134,22,2,2,2,6,Other,0
14004,2011-02-24 09:28:00,2011-10-27 14:40:00,7,4582.64,654.6628571428572,43,245,3,4,4,11,Loyal Customers,1
14005,2011-05-08 10:33:00,2011-11-30 12:41:00,5,2874.7200000000003,574.9440000000001,10,206,4,4,4,12,Champions,1
14006,2011-01-31 15:11:00,2011-08-16 09:39:00,3,962.19,320.73,116,196,2,3,3,8,At Risk,0
14009,2011-05-18 13:00:00,2011-05-25 15:47:00,2,695.61,347.805,198,7,1,2,3,6,Other,0
14012,2011-03-07 12:26:00,2011-03-07 12:26:00,1,328.8,328.8,278,0,1,1,2,4,Other,0
14013,2011-03-09 08:59:00,2011-08-21 15:01:00,3,473.02,157.67333333333332,110,165,2,3,2,7,At Risk,0
14014,2011-09-23 13:18:00,2011-09-23 13:18:00,1,505.18,505.18,77,0,2,1,2,5,Other,0
14015,2011-10-18 10:02:00,2011-10-18 10:02:00,1,917.34,917.34,53,0,2,1,3,6,Other,0
14016,2010-12-17 14:21:00,2011-07-01 11:29:00,4,4341.21,1085.3025,162,195,1,3,4,8,At Risk,1
14019,2011-07-24 15:39:00,2011-10-24 10:13:00,3,1421.61,473.86999999999995,47,91,3,3,3,9,Loyal Customers,1
14020,2011-09-12 15:32:00,2011-11-23 09:22:00,2,642.8,321.4,17,71,4,2,2,8,New / Promising,0
14021,2011-03-28 15:10:00,2011-07-07 15:46:00,3,631.9,210.63333333333333,155,101,1,3,2,6,At Risk,0
14022,2011-04-28 14:39:00,2011-04-28 14:39:00,1,440.0,440.0,225,0,1,1,2,4,Other,0
14023,2011-04-03 15:50:00,2011-12-02 13:58:00,2,584.0699999999999,292.03499999999997,7,242,4,2,2,8,New / Promising,1
14024,2011-08-07 13:31:00,2011-08-10 11:30:00,2,327.7,163.85,122,2,2,2,2,6,Other,0
14027,2011-10-10 09:01:00,2011-10-10 09:01:00,1,104.82,104.82,61,0,2,1,1,4,Other,0
14029,2011-07-18 16:57:00,2011-10-07 14:46:00,2,467.65999999999997,233.82999999999998,63,80,2,2,2,6,Other,0
14030,2010-12-08 16:11:00,2011-11-21 16:48:00,8,2358.84,294.855,18,348,4,4,4,12,Champions,1
14031,2010-12-02 16:34:00,2011-12-02 17:13:00,19,17286.86,909.8347368421053,7,365,4,4,4,12,Champions,1
14032,2010-12-08 10:53:00,2011-12-07 15:23:00,11,2975.59,270.5081818181818,2,364,4,4,4,12,Champions,1
14034,2011-07-05 13:06:00,2011-11-17 14:02:00,3,648.89,216.29666666666665,22,135,3,3,2,8,Loyal Customers,0
14035,2011-02-15 12:48:00,2011-11-11 10:03:00,5,1428.02,285.604,29,268,3,4,3,10,Loyal Customers,1
14036,2011-02-28 09:26:00,2011-02-28 09:26:00,1,626.65,626.65,285,0,1,1,2,4,Other,0
14037,2010-12-10 11:39:00,2011-06-16 13:57:00,2,147.2,73.6,176,188,1,2,1,4,Other,0
14038,2011-05-16 14:05:00,2011-09-22 13:37:00,3,1560.38,520.1266666666667,78,128,2,3,3,8,At Risk,0
14039,2011-11-06 13:48:00,2011-11-06 13:48:00,1,152.2,152.2,33,0,3,1,1,5,New / Promising,0
14040,2011-01-12 14:57:00,2011-10-30 12:42:00,12,3560.32,296.6933333333333,41,290,3,4,4,11,Loyal Customers,1
14041,2011-03-18 13:25:00,2011-03-18 13:25:00,1,141.41,141.41,266,0,1,1,1,3,Other,0
14044,2011-02-03 11:39:00,2011-11-13 12:05:00,4,646.42,161.605,27,283,3,3,2,8,Loyal Customers,1
14045,2010-12-01 11:32:00,2011-08-22 15:27:00,4,1659.75,414.9375,109,264,2,3,3,8,At Risk,0
14046,2011-02-28 14:48:00,2011-02-28 14:48:00,1,154.99,154.99,284,0,1,1,1,3,Other,0
14047,2010-12-02 10:09:00,2011-12-01 11:43:00,5,1308.6100000000001,261.72200000000004,9,364,4,4,3,11,Champions,1
14048,2011-02-07 14:53:00,2011-02-07 14:53:00,1,409.93,409.93,305,0,1,1,2,4,Other,0
14049,2011-01-26 11:27:00,2011-11-23 12:20:00,4,5578.719999999999,1394.6799999999998,17,301,4,3,4,11,Loyal Customers,1
14050,2011-08-25 13:46:00,2011-11-08 10:00:00,2,746.36,373.18,32,74,3,2,3,8,New / Promising,0
14051,2010-12-08 12:49:00,2011-12-09 10:20:00,23,15610.390000000001,678.7126086956522,1,365,4,4,4,12,Champions,1
14052,2011-11-20 12:30:00,2011-11-20 12:30:00,1,225.36,225.36,20,0,3,1,1,5,New / Promising,0
14053,2011-07-03 12:21:00,2011-08-07 14:27:00,2,260.25,130.125,124,35,2,2,1,5,Other,0
14054,2011-10-05 15:49:00,2011-10-05 15:49:00,1,92.46,92.46,65,0,2,1,1,4,Other,0
14055,2011-08-25 15:04:00,2011-08-25 15:04:00,1,725.6400000000001,725.6400000000001,106,0,2,1,3,6,Other,0
14056,2011-02-28 15:19:00,2011-12-08 13:36:00,23,8152.71,354.46565217391304,1,282,4,4,4,12,Champions,1
14057,2010-12-14 12:11:00,2011-11-16 10:32:00,17,6211.66,365.39176470588234,24,336,3,4,4,11,Loyal Customers,1
14059,2011-03-18 10:06:00,2011-03-18 10:06:00,1,183.6,183.6,267,0,1,1,1,3,Other,0
14060,2010-12-02 12:11:00,2011-12-05 12:29:00,19,6140.42,323.18,5,368,4,4,4,12,Champions,1
14062,2010-12-10 15:56:00,2011-11-30 10:04:00,12,10464.85,872.0708333333333,10,354,4,4,4,12,Champions,1
14064,2011-03-10 12:59:00,2011-11-10 13:14:00,5,1334.34,266.868,29,245,3,4,3,10,Loyal Customers,1
